ts_event,bid_fill,ask_fill,Signed Volume,price,best_bid,best_ask,mid_price
2024-10-22 13:22:11,602.0,1.0,601.0,234.0,233.97,234.0,233.985
2024-10-22 13:22:12,600.0,600.0,0.0,233.99,233.97,234.0,233.985
2024-10-22 13:22:14,2656.0,912.0,1744.0,234.0,233.98,234.0,233.99
2024-10-22 13:22:15,200.0,1200.0,-1000.0,233.98,233.97,234.0,233.985
2024-10-22 13:22:21,1015.0,2790.0,-1775.0,234.15,233.97,234.15,234.06
2024-10-22 13:22:23,0.0,91.0,-91.0,234.0,233.97,234.0,233.985
2024-10-22 13:22:26,100.0,591.0,-491.0,234.0,233.97,234.0,233.985
2024-10-22 13:22:27,100.0,1300.0,-1200.0,234.0,233.97,234.0,233.985
2024-10-22 13:22:30,120.0,410.0,-290.0,233.97,233.97,234.0,233.985
2024-10-22 13:22:34,620.0,410.0,210.0,233.97,233.97,234.0,233.985
2024-10-22 13:22:36,600.0,0.0,600.0,233.99,233.97,234.0,233.985
2024-10-22 13:22:48,101.0,702.0,-601.0,234.0,233.97,234.0,233.985
2024-10-22 13:22:49,219.0,2038.0,-1819.0,234.0,233.97,234.0,233.985
2024-10-22 13:22:59,0.0,900.0,-900.0,234.0,233.97,234.0,233.985
2024-10-22 13:23:07,816.0,158.0,658.0,234.0,233.97,234.0,233.985
2024-10-22 13:23:09,800.0,5.0,795.0,233.99,233.97,233.99,233.98
2024-10-22 13:23:10,507.0,1412.0,-905.0,234.0,233.97,234.0,233.985
2024-10-22 13:23:11,406.0,3276.0,-2870.0,233.99,233.97,233.99,233.98
2024-10-22 13:23:15,20.0,0.0,20.0,233.98,233.98,233.99,233.985
2024-10-22 13:23:19,820.0,2382.0,-1562.0,233.99,233.98,234.0,233.99
2024-10-22 13:23:21,0.0,144.0,-144.0,234.0,233.98,234.0,233.99
2024-10-22 13:23:25,840.0,21.0,819.0,234.0,233.97,234.0,233.985
