ts_event,bid_fill,ask_fill,Signed Volume,price,best_bid,best_ask,mid_price
2024-10-22 08:02:15,32.0,0.0,32.0,235.69,235.69,235.84,235.765
2024-10-22 08:02:16,1064.0,4000.0,-2936.0,235.67,235.67,235.84,235.755
2024-10-22 08:02:18,6032.0,0.0,6032.0,235.68,235.68,235.84,235.76
2024-10-22 08:02:19,976.0,2.0,974.0,235.84,235.68,235.84,235.76
2024-10-22 08:02:20,6288.0,1681.0,4607.0,235.67,235.67,235.84,235.755
2024-10-22 08:02:21,2832.0,29.0,2803.0,235.66,235.66,235.84,235.75
2024-10-22 08:02:23,2416.0,0.0,2416.0,235.6,235.6,235.84,235.72
2024-10-22 08:02:28,10.0,0.0,10.0,235.71,235.6,235.84,235.72
2024-10-22 08:02:32,800.0,4205.0,-3405.0,235.82,235.54,235.82,235.68
2024-10-22 08:02:33,3600.0,2400.0,1200.0,235.56,235.56,235.82,235.69
2024-10-22 08:02:34,2800.0,0.0,2800.0,235.55,235.55,235.82,235.685
2024-10-22 08:02:35,1600.0,0.0,1600.0,235.61,235.61,235.82,235.715
2024-10-22 08:02:39,8.0,416.0,-408.0,235.82,235.61,235.82,235.715
2024-10-22 08:02:44,800.0,0.0,800.0,235.75,235.6,235.82,235.71
2024-10-22 08:02:46,1602.0,800.0,802.0,235.64,235.54,235.82,235.68
2024-10-22 08:02:49,800.0,400.0,400.0,235.56,235.56,235.82,235.69
2024-10-22 08:02:50,0.0,0.0,0.0,235.75,235.56,235.82,235.69
2024-10-22 08:02:59,3822.0,877.0,2945.0,235.54,235.54,235.82,235.68
2024-10-22 08:03:00,2152.0,204.0,1948.0,235.54,235.54,235.82,235.68
2024-10-22 08:03:04,16.0,0.0,16.0,235.62,235.62,235.82,235.72
2024-10-22 08:03:06,1232.0,455.0,777.0,235.63,235.63,235.82,235.725
2024-10-22 08:03:07,832.0,457.0,375.0,235.62,235.62,235.82,235.72
2024-10-22 08:03:12,432.0,0.0,432.0,235.64,235.64,235.82,235.73
2024-10-22 08:03:13,496.0,0.0,496.0,235.63,235.63,235.82,235.725
2024-10-22 08:03:14,92.0,800.0,-708.0,235.64,235.64,235.82,235.73
2024-10-22 08:03:16,64.0,0.0,64.0,235.64,235.64,235.82,235.73
2024-10-22 08:03:17,32.0,0.0,32.0,235.63,235.63,235.82,235.725
2024-10-22 08:03:19,432.0,0.0,432.0,235.62,235.62,235.82,235.72
2024-10-22 08:03:20,32.0,0.0,32.0,235.61,235.61,235.82,235.715
2024-10-22 08:03:21,32.0,0.0,32.0,235.62,235.62,235.82,235.72
2024-10-22 08:03:22,528.0,60.0,468.0,235.62,235.62,235.82,235.72
2024-10-22 08:03:24,32.0,8400.0,-8368.0,235.64,235.64,235.82,235.73
2024-10-22 08:03:28,0.0,0.0,0.0,235.75,235.64,235.82,235.73
2024-10-22 08:03:30,33.0,800.0,-767.0,235.63,235.63,235.82,235.725
2024-10-22 08:03:32,16.0,0.0,16.0,235.63,235.56,235.82,235.69
2024-10-22 08:03:37,0.0,0.0,0.0,235.75,235.56,235.82,235.69
2024-10-22 08:03:38,1200.0,2084.0,-884.0,235.56,235.56,235.82,235.69
2024-10-22 08:03:44,456.0,4085.0,-3629.0,235.55,235.55,235.82,235.685
2024-10-22 08:03:50,2878.0,1400.0,1478.0,235.55,235.5,235.82,235.66
2024-10-22 08:03:52,427.0,57.0,370.0,235.5,235.5,235.82,235.66
2024-10-22 08:03:53,200.0,0.0,200.0,235.5,235.5,235.82,235.66
2024-10-22 08:03:54,200.0,0.0,200.0,235.5,235.5,235.82,235.66
2024-10-22 08:03:57,200.0,0.0,200.0,235.5,235.5,235.82,235.66
2024-10-22 08:04:04,48.0,32.0,16.0,235.56,235.56,235.82,235.69
2024-10-22 08:04:05,96.0,0.0,96.0,235.55,235.55,235.82,235.685
2024-10-22 08:04:06,1032.0,0.0,1032.0,235.54,235.54,235.82,235.68
2024-10-22 08:04:09,64.0,0.0,64.0,235.54,235.54,235.82,235.68
2024-10-22 08:04:13,32.0,200.0,-168.0,235.53,235.53,235.82,235.675
2024-10-22 08:04:14,3032.0,0.0,3032.0,235.52,235.52,235.82,235.67
2024-10-22 08:04:16,2032.0,857.0,1175.0,235.79,235.51,235.79,235.65
2024-10-22 08:04:17,32.0,0.0,32.0,235.52,235.52,235.79,235.655
2024-10-22 08:04:22,0.0,456.0,-456.0,235.76,235.52,235.76,235.64
2024-10-22 08:04:23,32.0,457.0,-425.0,235.79,235.51,235.79,235.65
2024-10-22 08:04:24,96.0,400.0,-304.0,235.52,235.52,235.78,235.65
2024-10-22 08:04:25,128.0,0.0,128.0,235.52,235.52,235.78,235.65
2024-10-22 08:04:26,16.0,0.0,16.0,235.52,235.5,235.78,235.64
